model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_generation,memory_type,storage_capacity,hard_drive_type,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  HP 250 G10 725G9EA,HP,0,0,1.52,16.0,3.7,13.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,3239.0,3540.0,3389.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193772,5/2023,,,,
  HP 15-fd0005nj 849R7EA,HP,0,1,1.59,8.0,3.4,13.0,,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,,,2779.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193202,5/2023,,,,
  HP 15-dw1017nj 2B4Y6EA,HP,0,0,2.14,8.0,1.6,10.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2180.0,2398.0,2289.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1134282,12/2021,,,,
  HP 15-dw3017n 308A0EA,HP,0,0,1.75,16.0,1.2,11.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2590.0,3299.0,2944.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1102345,1/2021,,,,
  HP EliteBook 840 G10 6T290EA,HP,0,1,1.36,16.0,3.7,13.0,5,512 ,1,14 ,1920x1200,2,60 ,0,1,1,6230.0,6735.0,6482.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1191610,4/2023,,,,
  HP ProBook 450 G9 6A2B1EA,HP,0,0,1.74,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,0,1,3249.0,3478.0,3363.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1168473,9/2022,,,,
  EliteBook 840 G9‎ 6F606EA HP,HP,0,1,1.36,16.0,3.3,12.0,5,512 ,1,14 ,1920x1200,2,60 ,1,1,1,5290.0,5849.0,5569.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1173519,11/2022,,,,
  HP 15-dw3209nj 4Z1Y7EA,HP,0,0,1.75,8.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2190.0,2998.0,2594.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1128113,10/2021,,,,
  HP 15s-eq1003nj 29A01EA,HP,0,0,1.69,8.0,2.6,2.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1395.0,1397.0,1396.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1155597,5/2022,,,,
  HP 250 G8 4K805EA,HP,0,1,1.74,8.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2400.0,2680.0,2540.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1149634,4/2022,,,,
  HP 15s-fq2013nj 308A8EA,HP,0,1,1.69,8.0,4.2,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2425.0,3289.0,2857.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1107065,3/2021,,,,
  HP ZBOOK Firefly 14 G8 2C9Q9EA,HP,0,1,1.41,16.0,4.2,11.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,4589.0,6134.0,5361.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1109403,3/2021,,,,
  HP ProBook 440 G8 59W19EA,HP,0,1,1.28,16.0,2.8,11.0,,1000 ,1,13.3 ,1920x1080,2,60 ,0,1,0,3724.0,4700.0,4212.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1155602,5/2022,,,,
  HP 14-ep0010nj 847D9EA,HP,0,1,1.4,16.0,3.7,13.0,4,512 ,1,14 ,1920x1080,1,60 ,1,1,0,3746.0,3749.0,3747.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1192654,5/2023,,,,
  Asus Vivobook 15 X1504ZA-NJ203 ,Asus,0,0,1.7,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1985.0,2599.0,2292.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192671,2023,,,,
  Asus Vivobook 15 X1504ZA-NJ204 ,Asus,0,0,1.7,16.0,3.5,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2330.0,2926.0,2628.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192672,2022,,,,
  Asus TUF Gaming F15 FX507ZC4-HN105 ,Asus,1,0,2.2,16.0,3.5,12.0,4,512 ,1,15.6 ,1920x1080,1,,0,1,0,3671.0,4490.0,4080.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188735,2022,,,,
  Asus TUF Gaming F15 FX507ZV4-HQ043 ,Asus,1,0,2.2,32.0,3.5,12.0,4,1000 ,1,15.6 ,2560x1440,1,,0,1,0,5495.0,6490.0,5992.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188739,2022,,,,
  Asus TUF Dash F15 FX517ZC-HN111 ,Asus,1,1,2.0,16.0,3.5,12.0,5,1000 ,1,15.6 ,לא זמין,1,,0,1,0,3720.0,5190.0,4455.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176395,2022,,,,
  Asus TUF Gaming F15 FX507ZC4-HN073W ,Asus,1,1,2.2,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,,0,1,0,3832.0,4699.0,4265.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188762,2022,,,,
  Asus W202NA-GJ0062R ,Asus,0,0,1.2,4.0,1.1,3.0,3,64 ,2,11.6 ,1366x768,1,60 ,0,1,1,809.0,1250.0,1029.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1110088,2023,,,,
  Asus Vivobook 15 X1504ZA-NJ205 ,Asus,0,0,1.7,16.0,3.5,12.0,4,1000 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2480.0,2849.0,2664.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192673,2022,,,,
  Asus Zenbook 14 OLED UX3402VA-KM063W ,Asus,0,1,1.39,16.0,3.7,13.0,5,1000 ,1,14 ,2880X1800,1,90 ,0,1,1,5727.0,6634.0,6180.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184775,2022,,,,
  Asus Vivobook 15 X1504ZA-NJ027 ,Asus,0,0,1.7,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1756.0,2590.0,2173.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192666,2022,,,,
  Asus VivoBook 14 X1404ZA-NK114 ,Asus,0,0,1.4,8.0,3.3,12.0,4,512 ,1,14 ,1920x1080,1,60 ,0,1,0,1699.0,2009.0,1854.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186818,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ031 ,Asus,0,1,1.7,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1861.0,2189.0,2025.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192665,2022,,,,
  Asus VivoBook 15 X1504VA-BQ149 ,Asus,0,1,1.7,16.0,3.7,13.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3011.0,3521.0,3266.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191538,2023,,,,
  Asus Zenbook 14 OLED UX3402VA-KP147W ,Asus,0,1,1.35,16.0,3.4,13.0,5,512 ,1,14 ,2560x1600,2,60 ,0,1,1,4418.0,5186.0,4802.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188142,2022,,,,
  Asus TUF Gaming F15 FX507ZC4-HN073 ,Asus,1,0,2.6,16.0,3.3,12.0,5,512 ,1,15.6 ,1920x1080,2,144 ,0,1,0,3503.0,4249.0,3876.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1187677,2022,,,,
  Asus Zenbook S13 OLED UX5304VA-NQ003 ,Asus,0,0,,16.0,3.7,13.0,5,1000 ,1,13.3 ,2880X1800,4,60 ,0,1,1,5414.0,6388.0,5901.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192565,2022,,,,
  Asus Zenbook 14X OLED UM5401QA-L7192W ,Asus,0,1,1.4,16.0,4.2,4.0,4,512 ,1,14 ,2880X1800,1,60 ,0,1,1,4177.0,5349.0,4763.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1162877,2022,,,,
  Asus Vivobook 15 X1504ZA-NJ197W ,Asus,0,0,1.7,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2617.0,2979.0,2798.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192675,2022,,,,
  Asus VivoBook 14 X1404ZA-NK111 ,Asus,0,0,1.4,16.0,3.5,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,0,2498.0,2900.0,2699.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186335,2023,,,,
  Asus Zenbook S13 OLED UX5304VA-NQ072 ,Asus,0,1,,16.0,3.4,13.0,5,512 ,1,13.3 ,2880X1800,2,60 ,0,1,1,4889.0,5790.0,5339.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192563,2022,,,,
  Asus ZenBook 14 UP5401ZA-KN071W ,Asus,0,0,1.4,8.0,3.3,12.0,5,512 ,1,14 ,2880X1800,1,60 ,1,1,1,4599.0,5606.0,5102.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1157118,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ206 ,Asus,0,1,1.7,16.0,3.5,12.0,4,1000 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2599.0,3149.0,2874.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192837,2022,,,,
  Asus Vivobook Pro 14 OLED M3401QC-KM022W ,Asus,0,0,1.4,16.0,3.2,4.0,4,512 ,1,14 ,2880X1800,2,90 ,0,1,1,3789.0,5513.0,4651.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1146953,2022,,,,
  Asus VivoBook 16X X1603ZA-L2068W ,Asus,0,1,1.8,8.0,3.3,12.0,4,256 ,1,16 ,3840x2400,1,60 ,0,1,0,3557.0,4672.0,4114.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1153019,2022,,,,
  Asus ZenBook 14 UX3402ZA-KM164W ,Asus,0,1,1.39,8.0,3.3,12.0,5,512 ,1,14 ,2880X1800,2,60 ,0,1,1,3890.0,4620.0,4255.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1155948,2023,,,,
  Asus VivoBook 15 X1504ZA-NJ210 ,Asus,0,0,1.7,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,2,60 ,0,1,0,1505.0,1990.0,1747.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193037,2022,,,,
  Asus X1500EA-EJ2658 ,Asus,0,1,1.8,16.0,2.4,11.0,4,1000 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1980.0,2679.0,2329.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1179969,2022,,,,
  Asus ZenBook 14 UX3402ZA-KM079W ,Asus,0,1,1.39,8.0,3.3,12.0,5,512 ,1,14 ,2880X1800,3,90 ,0,1,1,3941.0,4620.0,4280.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1155947,2022,,,,
  Asus Vivobook S15 OLED K5504VN-MA139W ,Asus,0,0,1.7,16.0,4.1,13.0,5,1000 ,1,15.6 ,2880x1620,1,60 ,0,1,1,5552.0,6366.0,5959.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192566,2022,,,,
  Asus Vivobook S 14 Flip OLED TP3402VA-KN058W ,Asus,0,0,1.5,16.0,3.7,13.0,,1000 ,1,14 ,2880X1800,1,60 ,1,1,0,4758.0,5990.0,5374.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193764,2022,,,,
  Asus VivoBook 17 X1704VA-AU054 ,Asus,0,1,2.1,16.0,3.7,13.0,4,1000 ,1,17.3 ,1920x1080,2,60 ,0,1,0,3473.0,4080.0,3776.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192679,2023,,,,
  Asus ZenBook Flip 14 UP5401EA-KN017 ,Asus,0,0,1.4,16.0,2.8,11.0,4,1000 ,1,14 ,2880X1800,2,60 ,1,1,1,4378.0,5819.0,5098.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1141895,2022,,,,
  Asus Zenbook 14X OLED UX5400ZB-L7047W ,Asus,0,1,1.4,16.0,3.4,12.0,5,1000 ,1,14 ,2880X1800,2,60 ,0,1,1,5500.0,6490.0,5995.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160045,2022,,,,
  Asus VivoBook 17 X1704VA-AU053W ,Asus,0,0,2.1,16.0,3.7,13.0,4,1000 ,1,17.3 ,1920x1080,2,,0,1,0,3991.0,4799.0,4395.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192502,2022,,,,
  Asus VivoBook 14 X1404ZA-NK113 ,Asus,0,0,1.4,8.0,3.3,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,0,2136.0,2475.0,2305.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186821,2022,,,,
  Asus ROG Strix G15 G513RM-HQ294W ,Asus,1,0,2.3,32.0,4.7,5.0,5,1000 ,1,15.6 ,2560x1440,1,60 ,0,1,0,7750.0,10397.0,9073.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1157123,2022,,,,
  Asus ExpertBook B7 Flip B7402FEA-L90728X ,Asus,0,1,1.44,32.0,2.9,11.0,4,1000 ,1,14 ,2560x1600,1,60 ,1,1,1,7991.0,10074.0,9032.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1150390,2023,,,,
  Asus ROG Strix G17 G713RW-KH146W ,Asus,1,1,1.29,16.0,4.9,5.0,5,1000 ,1,17.3 ,1920x1080,2,,0,1,0,7799.0,10890.0,9344.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1161917,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ202 ,Asus,0,1,1.7,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,1792.0,2043.0,1917.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192661,2022,,,,
  Asus Vivobook S15 OLED K5504VA-MA216W ,Asus,0,0,1.7,16.0,3.5,13.0,5,512 ,1,15.6 ,2880x1620,1,60 ,0,1,1,4152.0,4721.0,4436.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192562,2022,,,,
  Asus ZenBook 14X UX5401EA-KN144W ,Asus,0,0,1.4,16.0,2.8,11.0,4,1000 ,1,14 ,2880X1800,,60 ,1,1,1,4285.0,5726.0,5005.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1137490,2022,,,,
  Asus Vivobook 15 X1504ZA-NJ200W ,Asus,0,1,1.7,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2143.0,2356.0,2249.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192669,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ211 ,Asus,0,0,1.7,8.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2078.0,2352.0,2215.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192668,2023,,,,
  Asus Zenbook 14X OLED UM5401QA-L7069W ,Asus,0,1,1.4,16.0,3.2,4.0,4,1000 ,1,14 ,2880X1800,2,60 ,0,1,1,4995.0,5623.0,5309.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1157119,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ104W ,Asus,0,1,1.7,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2198.0,2558.0,2378.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192835,2022,,,,
  Asus TUF Gaming F15 FX517ZM-HN157 ,Asus,1,0,,32.0,4.7,12.0,5,1000 ,1,15.6 ,1920x1080,2,,0,1,0,4659.0,5690.0,5174.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188454,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ209 ,Asus,0,0,1.7,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,1575.0,2026.0,1800.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192834,2022,,,,
  Asus VivoBook 15 X1504VA-BQ059W ,Asus,0,1,1.7,8.0,3.4,13.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2793.0,3229.0,3011.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193044,2022,,,,
  Asus VIvoBook Pro 15 OLED K6500ZE-L1032W ,Asus,0,1,1.8,16.0,3.5,12.0,5,1000 ,1,15.6 ,1920x1080,2,60 ,0,1,1,5700.0,6731.0,6215.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1170735,2023,,,,
  Asus ROG Strix G17 G713RM-KH176W ,Asus,1,0,2.9,32.0,4.7,5.0,5,1000 ,1,17.3 ,1920x1080,2,,0,1,0,7609.0,9890.0,8749.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1156306,2022,,,,
  Asus ZenBook Pro 15 OLED UM535QE-KY252W ,Asus,0,0,,16.0,3.2,4.0,4,1000 ,1,15.6 ,1920x1080,2,60 ,1,1,1,5459.0,6850.0,6154.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167588,2022,,,,
  Asus TUF Gaming F15 FX507VU4-LP004 ,Asus,1,1,2.2,16.0,3.7,13.0,4,512 ,1,15.6 ,1920x1080,2,,0,1,0,5686.0,6520.0,6103.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191517,2022,,,,
  Asus TUF Dash F15 FX517ZC-HN111W ,Asus,1,1,2.0,16.0,3.5,12.0,5,1000 ,1,15.6 ,לא זמין,1,,0,1,0,3970.0,4890.0,4430.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176015,2022,,,,
  Asus ExpertBook B1 B1500CEAE-BQ2968X ,Asus,0,1,1.73,16.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,2575.0,3899.0,3237.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149024,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ207 ,Asus,0,1,1.7,16.0,3.5,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2529.0,2825.0,2677.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192836,2023,,,,
  Asus VIvoBook Pro 15 K6500ZH-HN040W ,Asus,0,0,1.8,16.0,3.5,12.0,5,1000 ,1,15.6 ,1920x1080,1,60 ,0,1,1,4840.0,6100.0,5470.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1170732,2022,,,,
  Asus Vivobook S 14 Flip OLED TP3402VA-KN057 ,Asus,0,1,1.5,8.0,3.7,13.0,4,1000 ,1,14 ,2880X1800,2,90 ,1,1,0,4249.0,5990.0,5119.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193875,2022,,,,
  Asus VIvoBook Pro 15 OLED K6500ZE-L1010W ,Asus,0,1,1.8,16.0,3.5,12.0,5,1000 ,1,15.6 ,1920x1080,3,60 ,0,1,1,5686.0,6932.0,6309.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1170736,2022,,,,
  Asus VivoBook 14 X1404ZA-NK089W ,Asus,0,1,1.4,16.0,3.3,12.0,4,512 ,1,14 ,1920x1080,3,60 ,0,1,0,2825.0,2999.0,2912.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186334,2022,,,,
  Asus Zenbook S13 OLED UX5304VA-NQ016W ,Asus,0,1,,16.0,3.4,13.0,5,512 ,1,13.3 ,2880X1800,2,,0,1,1,5234.0,6195.0,5714.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192564,2022,,,,
  Asus Zenbook 14X OLED UX3404VC-M9027W ,Asus,0,0,1.56,16.0,3.7,13.0,5,1000 ,1,14.5 ,2880X1800,4,60 ,0,1,1,7280.0,8187.0,7733.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1187682,2023,,,,
  Asus VivoBook 15 X1504VA-BQ003 ,Asus,0,1,1.7,16.0,3.4,13.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2590.0,2944.0,2767.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191537,2022,,,,
  Asus VivoBook 15 X1504VA-BQ142 ,Asus,0,1,1.7,8.0,3.4,13.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2468.0,2777.0,2622.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191536,2022,,,,
  Asus VivoBook Pro 16 OLED K6602HC-KV052W ,Asus,0,1,1.9,16.0,2.5,11.0,4,512 ,1,16 ,2560x1600,2,60 ,0,1,1,4848.0,5700.0,5274.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167590,2022,,,,
  Asus ZenBook 14 UX435EAL-KC162W ,Asus,0,0,0.98,16.0,4.7,11.0,4,1000 ,1,14 ,1920x1080,2,60 ,0,1,1,4275.0,5289.0,4782.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1147567,2022,,,,
  Asus ZenBook Pro 15 OLED UM535QE-KY239X ,Asus,0,0,2.0,16.0,3.3,4.0,4,1000 ,1,15.6 ,1920x1080,2,60 ,1,1,1,6393.0,7290.0,6841.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167331,2022,,,,
  Asus Vivobook 15 X1504VA-BQ132W ,Asus,0,1,1.7,16.0,3.4,13.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3071.0,3462.0,3266.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193083,2023,,,,
  Asus Vivobook K3704VA-AU028W ,Asus,0,0,2.1,16.0,4.1,13.0,4,1000 ,1,17.3 ,1920x1080,2,60 ,0,1,1,4572.0,4980.0,4776.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194003,2022,,,,
  Asus Vivobook 15 X1504VA-BQ138W ,Asus,0,1,1.7,16.0,3.4,13.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3584.0,4054.0,3819.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193087,2022,,,,
  Asus ExpertBook B5 B5402FEA-HY0186X ,Asus,0,0,1.38,16.0,2.5,11.0,4,512 ,1,14 ,1920x1080,,60 ,1,1,1,4483.0,5629.0,5056.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1152346,2022,,,,
  Asus ExpertBook B1 B1500CEPE-EJ0949R ,Asus,0,1,1.73,8.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,1,3389.0,3899.0,3644.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1137335,2022,,,,
  Asus Vivobook 14 X1404VA-EB131 ,Asus,0,1,1.4,8.0,3.4,13.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,0,2575.0,2981.0,2778.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1194722,2022,,,,
  Asus ExpertBook B1 B1500CEAE-BQ3146X ,Asus,0,1,1.73,16.0,2.4,11.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3488.0,3975.0,3731.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149651,2023,,,,
  Asus Zenbook 14X OLED UX5400EA-L7150W ,Asus,0,1,1.4,,2.4,11.0,4,512 ,1,14 ,2880X1800,3,60 ,0,1,1,3800.0,5022.0,4411.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160043,2022,,,,
  Asus Vivobook S 14 Flip TP3402VA-KN050 ,Asus,0,0,1.5,8.0,3.5,13.0,4,512 ,1,14 ,2880X1800,2,60 ,1,1,0,3529.0,3988.0,3758.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191513,2022,,,,
  Asus Zenbook Pro 15 OLED UM535QA-KY306W ,Asus,0,0,,16.0,3.2,4.0,4,1000 ,1,15.6 ,1920x1080,1,60 ,1,1,1,4745.0,5700.0,5222.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184013,2022,,,,
  Asus ExpertBook B1 B1500CEPE-EJ1113X ,Asus,0,1,1.73,16.0,2.4,11.0,3,512 ,1,15.6 ,1920x1080,3,60 ,0,1,1,3846.0,4150.0,3998.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149653,2022,,,,
  Asus Vivobook 15 X1504VA-BQ133W ,Asus,0,1,1.7,8.0,3.4,13.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2748.0,3229.0,2988.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193082,2022,,,,
  Asus TUF Gaming F15 FX507ZU4-LP056 ,Asus,1,1,2.2,16.0,3.5,12.0,4,1000 ,1,15.6 ,1920x1080,1,,0,1,0,4769.0,5642.0,5205.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191539,2023,,,,
  Asus ExpertBook B5 B5402CEA-KI0256X ,Asus,0,1,1.25,16.0,2.5,11.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,3948.0,4892.0,4420.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1152349,2022,,,,
  Asus ExpertBook B1 B1500CEAE-BQ2613X ,Asus,0,1,1.73,16.0,2.8,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,1,3760.0,4674.0,4217.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149654,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ199W ,Asus,0,1,1.7,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,0,2189.0,2536.0,2362.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192561,2022,,,,
  Asus TP470EZ-EC101W ,Asus,0,1,1.5,8.0,2.4,11.0,4,256 ,1,14 ,1920x1080,2,60 ,1,1,0,2509.0,3619.0,3064.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1145289,2022,,,,
  Asus TUF Gaming F15 FX507ZV4-HQ050 ,Asus,1,1,2.2,16.0,3.5,12.0,4,1000 ,1,15.6 ,2560x1440,2,,0,1,0,5483.0,6490.0,5986.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188740,2022,,,,
