model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  Apple MacBook Pro 14 Z17L0013H ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,1000 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,10589,11221,10905.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184654,2/2023,,,,
  Apple MacBook Pro 16 M1 Pro Z14V-HB-KIT ,Apple,לא רלוונטי,MacOS,"2.1 ק""ג",16 GB,לא זמין,M1 Pro,לא זמין,לא זמין,512 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,8096,9171,8633.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1181434,1/2023,,,,
  Apple MacBook Pro 14 Z15J000MU ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",16 GB,לא זמין,M1 Pro,לא זמין,לא זמין,512 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,8780,9976,9378.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1152461,5/2022,,,,
  Apple MacBook Pro 14 M2 Pro Z17G001NF ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,512 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,9798,10564,10181.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183736,2/2023,,,,
  Apple MacBook Air 15 M2 Z18P000EH Z18L000EC ,Apple,לא רלוונטי,MacOS,"1.51 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,256 GB,SSD,לא כולל,15.3 אינטש,2880X1864,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל, , ,6990.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1197839,6/2023,,,,
  Apple MacBook Pro 16 M2 Pro Z174000YH ,Apple,לא רלוונטי,MacOS,"2.15 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,512 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,10232,11399,10815.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184931,2/2023,,,,
  Apple MacBook Pro 16 Z175000NA ,Apple,לא רלוונטי,MacOS,"2.15 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,1000 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,11044,12397,11720.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184658,2/2023,,,,
  Apple MacBook Pro 16 M1 Z14V-MAX24-HB ,Apple,לא רלוונטי,MacOS,"2.1 ק""ג",32 GB,לא זמין,M1 Max,לא זמין,לא זמין,512 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,10190,11299,10744.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1161803,7/2022,,,,
  Apple MacBook Pro 14 Z15J000NA Z15G000N4 ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,M1 Pro,לא זמין,לא זמין,512 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,10299,10886,10592.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1156616,6/2022,,,,
  Apple MacBook Air 15 M2 Z18Q000CF Z18N000CD ,Apple,לא רלוונטי,MacOS,"1.51 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,512 GB,SSD,לא כולל,15.3 אינטש,2880X1864,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל, , ,7690.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1197840,6/2023,,,,
  Apple MacBook Pro 16 Z178000N6 ,Apple,לא רלוונטי,MacOS,"2.1 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,1000 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,11010,12397,11703.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184933,2/2023,,,,
  Apple MacBook Pro 16 M2 Pro Z174001FT Z177001D9 ,Apple,לא רלוונטי,MacOS,"2.10 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,512 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,10232,11478,10855.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1188448,3/2023,,,,
  Apple MacBook Pro 16 Z14V000E9 ,Apple,לא רלוונטי,MacOS,"2.2 ק""ג",32 GB,לא זמין,M1 Max,לא זמין,לא זמין,512 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,11232,14974,13103.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149861,4/2022,,,,
  Apple MacBook Pro 16 Z14V000ED Z14Y000ED ,Apple,לא רלוונטי,MacOS,"2.10 ק""ג",32 GB,לא זמין,M1 Max,לא זמין,לא זמין,1000 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,11232,14969,13100.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149862,4/2022,,,,
  Apple MacBook Pro 16 M2 Pro Z175001LN ,Apple,לא רלוונטי,MacOS,"2.10 ק""ג",16 GB,לא זמין,לא זמין,לא זמין,לא זמין,1000 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,11045,12516,11780.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1191197,4/2023,,,,
  Apple MacBook Pro 14 M1 Pro Z15J000NB Z15G000N6 ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,M1 Pro,לא זמין,לא זמין,1000 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,11196,12700,11948.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1151725,4/2022,,,,
  Apple MacBook Pro 14 M2 Max Z17J000RT ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,לא זמין,1000 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,12750,13899,13324.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184938,2/2023,,,,
  Apple MacBook Pro 14 M2 Pro Z17G001NK ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,לא זמין,2000 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,12588,13804,13196.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183741,2/2023,,,,
  Apple MacBook Pro 14 Z15G000N0 Z15J000N6 ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,M1 Pro,לא זמין,לא זמין,1000 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,10600,11791,11195.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1159274,6/2022,,,,
  Apple MacBook Pro 16 Z14W000C7 Z14Z000C7 ,Apple,לא רלוונטי,MacOS,"2.1 ק""ג",32 GB,לא זמין,M1 Pro,לא זמין,לא זמין,1000 GB,SSD,לא כולל,16.2 אינטש,3456X2234,לא זמין,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,11095,12999,12047.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1149860,4/2022,,,,
  Apple MacBook Pro 14 Z15G000NF ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,M1 Pro,לא זמין,לא זמין,1000 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,12039,13160,12599.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1168505,9/2022,,,,
  Apple MacBook Pro 16 M1 Max Z150-HB-KIT ,Apple,לא רלוונטי,MacOS,"2.2 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,לא זמין,1000 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,11590,11685,11637.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1185922,2/2023,,,,
  Apple MacBook Pro 16 M1 Max Z14Y000E8 ,Apple,לא רלוונטי,MacOS,"2.10 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,לא זמין,512 GB,SSD,לא כולל,16.2 אינטש,3456X2234,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,11599,14615,13107.0,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1189975,3/2023,,,,
  Apple MacBook Pro 14 M1 Z15H-MAX24-HB ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,M1 Max,לא זמין,לא זמין,1000 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,לא זמין,לא כולל,11390,12535,11962.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1161802,7/2022,,,,
  Apple MacBook Pro 14 M2 MAX Z17G001NX ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",64 GB,לא זמין,לא זמין,לא זמין,לא זמין,512 GB,SSD,לא כולל,14.2 אינטש,3024x1964,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,14419,15192,14805.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1183742,2/2023,,,,
  Apple MacBook Pro 14 Z15K000C8 Z15H000C9 ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,M1 Max,לא זמין,,,,,,,,,,,,,12781,14064,13422.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1152463,5/2022,,,,
  Apple MacBook Pro 16 M2 Max Z176000B4 ,Apple,לא רלוונטי,MacOS,"2.1 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,,,,,,,,,,,,,14799,16068,15433.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184940,2/2023,,,,
  Apple MacBook Pro 16 M2 Max Z179000AZ ,Apple,לא רלוונטי,MacOS,"2.1 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,,,,,,,,,,,,,14799,16068,15433.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1184942,2/2023,,,,
  Apple MacBook Pro 14 Z15J000NG ,Apple,לא רלוונטי,MacOS,"1.6 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,,,,,,,,,,,,,12215,13160,12687.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1146632,3/2022,,,,
  Apple MacBook Pro 16 M2 Pro Z175000NE ,Apple,לא רלוונטי,MacOS,"2.15 ק""ג",32 GB,לא זמין,לא זמין,לא זמין,,,,,,,,,,,,,12999,13978,13488.5,"(2023, 6, 14)",https://www.zap.co.il/compmodels.aspx?modelid=1193214,5/2023,,,,
  Dell Vostro 3510 V3510-6002 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1775,2928,2351.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141078,1/2022,,,,
  Dell Vostro 3510 V3510-6005 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2000,2922,2461.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1140660,1/2022,,,,
  Dell Inspiron 15 3511 N3511-5034 ,Dell,לא רלוונטי,ללא,"1.73 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2306,3563,2934.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179807,1/2023,,,,
  Dell Inspiron G15 Gaming G5520-8423 ,Dell,גיימינג,Windows 11 Home,"2.51 ק""ג",16 GB,3.5Ghz,12700H,דור 12,לא זמין,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,1 מגה פיקסל,לא כולל,לא כולל,5765,7125,6445.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1154507,5/2022,,,,
  Dell Vostro 3510 V3510-6257 ,Dell,לא רלוונטי,Windows 11 Pro,"1.69 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2950,3637,3293.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1171180,10/2022,,,,
  Dell Inspiron N3511-3003 ,Dell,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3Ghz,1115G4,דור 11,לא זמין,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1489,2558,2023.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1178095,12/2022,,,,
  Dell Vostro 3510 V3510-6138 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2529,3390,2959.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1140813,1/2022,,,,
  Dell Vostro 3510 V3510-3015 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא זמין,לא כולל,לא כולל,1594,2319,1956.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1143597,2/2022,,,,
  Dell Vostro 3420 V3420-7004 ,Dell,לא רלוונטי,ללא,"1.49 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3090,4326,3708.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177224,12/2022,,,,
  Dell Vostro 3510 V3510-6114 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",לא זמין,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2151,3135,2643.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141071,1/2022,,,,
  Dell Inspiron 3511 N3511-7111 ,Dell,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",8 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3138,4374,3756.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1129455,11/2021,,,,
  Dell Vostro 3420 V3420-6007 ,Dell,לא רלוונטי,ללא,"1.49 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2208,2995,2601.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177223,12/2022,,,,
  Dell Vostro 3520 VM-RD09-14143 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3378,4615,3996.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1185531,2/2023,,,,
  Dell Inspiron 15 N3511-5619 ,Dell,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2785,4054,3419.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1185103,2/2023,,,,
  Dell Inspiron 3511 N3511-3117 ,Dell,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1849,2995,2422.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1129645,11/2021,,,,
  Dell Latitude 3520 L3520-6140 ,Dell,לא רלוונטי,Windows 10 PRO,"1.78 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3390,4374,3882.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1132166,12/2021,,,,
  Dell Inspiron 3511 N3511-5007 ,Dell,לא רלוונטי,ללא,"1.73 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2195,3190,2692.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1134794,12/2021,,,,
  Dell Latitude 3420 L3420-4102 ,Dell,לא רלוונטי,Windows 10 PRO,"1.52 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,לא כולל,לא כולל,לא כולל,3399,4104,3751.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1122207,8/2021,,,,
  Dell Latitude 5430 L5430-7227 ,Dell,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,5449,7349,6399.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1161484,7/2022,,,,
  Dell Vostro 3420 V3420-7418 ,Dell,לא רלוונטי,Windows 11 Home,"1.49 ק""ג",16 GB,4.7Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3388,4545,3966.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177221,12/2022,,,,
  Dell Latitude 5530 L5530-6422 ,Dell,לא רלוונטי,Windows 11 Pro,"1.59 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4980,6954,5967.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1162338,7/2022,,,,
  Dell Inspiron 5510 IN-RD33-13328 ,Dell,לא רלוונטי,ללא,"1.57 ק""ג",8 GB,3.1Ghz,11300H,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,2698,3611,3154.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1140815,1/2022,,,,
  Dell Inspiron 3511 N3511-8018 ,Dell,לא רלוונטי,ללא,"1.73 ק""ג",8 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2725,4032,3378.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1185898,2/2023,,,,
  Dell Inspiron 5510 N5510-6620 ,Dell,לא רלוונטי,Windows 11 Home,"1.63 ק""ג",16 GB,3.2Ghz,11320H,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3524,4179,3851.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1173583,11/2022,,,,
  Dell Vostro 5410 V5410-5863 ,Dell,לא רלוונטי,Windows 11 Pro,"1.44 ק""ג",16 GB,3.1Ghz,11300H,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3988,5037,4512.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1171182,10/2022,,,,
  Dell Vostro 3520 VM-RD09-14141 ,Dell,לא רלוונטי,Windows 11 Pro,"1.69 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3989,5250,4619.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1185532,2/2023,,,,
  Dell Vostro 3510 VM-RD09-14083 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2048,2780,2414.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180823,1/2023,,,,
  Dell Inspiron 5420 IN-RD33-14016 ,Dell,לא רלוונטי,ללא,"1.54 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3987,4445,4216.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180207,1/2023,,,,
  Dell Latitude 5420 LT-RD33-13649 ,Dell,לא רלוונטי,ללא,"1.36 ק""ג",16 GB,4.4Ghz,1245U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4779,5308,5043.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1161504,7/2022,,,,
  Dell Inspiron 5620 N5620-5026 ,Dell,לא רלוונטי,ללא,"1.87 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,3788,4598,4193.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1186177,2/2023,,,,
  Dell Latitude 3520 L3520-6013 ,Dell,לא רלוונטי,ללא,"1.78 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3360,4032,3696.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1132167,12/2021,,,,
  Dell Vostro 7620 VM-RD09-13880 ,Dell,לא רלוונטי,Windows 11 Pro,"2.02 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,5801,6396,6098.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1176837,12/2022,,,,
  Dell Vostro 3510 VM-RD09-14081 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1667,2333,2000.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180770,1/2023,,,,
  Dell Precision M3571 M3571-8415 ,Dell,לא רלוונטי,Windows 10 PRO,"1.78 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6938,9560,8249.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1154509,5/2022,,,,
  Dell Latitude 3420 L3420-4004 ,Dell,לא רלוונטי,Windows 11 Pro,"1.52 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3569,4497,4033.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179982,1/2023,,,,
  Dell Vostro 7620 V7620-7523 ,Dell,לא רלוונטי,Windows 11 Pro,"1.96 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,512 GB,SSD,לא כולל,16 אינטש,3072x1920,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,6171,7963,7067.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1172235,10/2022,,,,
  Dell Latitude 5431 L5431-7118 ,Dell,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,4.8Ghz,1270P,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,5690,7549,6619.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1161500,7/2022,,,,
  Dell Inspiron 5620 IN-RD33-14005 ,Dell,לא רלוונטי,ללא,"1.87 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4517,5101,4809.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179813,1/2023,,,,
